Temp,Atemp,Hum,Windspeed,Casual,Registered,Cntlag,Cnt
0.303333,0.284075,0.605001,0.307846,639.0,1173.0,5.414426754540731,4.818860797374874
0.182222,0.186033,0.577779,0.195683,195.0,912.0,4.818860797374874,5.581548253975144
0.221739,0.245717,0.423044,0.094113,74.0,1376.0,5.581548253975144,5.590836258900185
0.295652,0.289191,0.697392,0.250496,139.0,1778.0,5.590836258900185,5.252544898815745
0.364348,0.350461,0.712175,0.346539,100.0,1707.0,5.252544898815745,5.099091472427632
0.2825,0.282192,0.537918,0.186571,120.0,1341.0,5.099091472427632,5.610043018157587
0.343478,0.351109,0.6800010000000001,0.125248,424.0,1545.0,5.610043018157587,5.510414275269964
0.407273,0.400118,0.8763650000000001,0.289686,694.0,1708.0,5.510414275269964,4.804137751347942
0.266667,0.263879,0.5350010000000001,0.216425,81.0,1365.0,4.804137751347942,5.558563261123948
0.335,0.320071,0.449584,0.307833,137.0,1714.0,5.558563261123948,5.4539104705573624
0.198333,0.200133,0.31833399999999995,0.225754,231.0,1903.0,5.4539104705573624,5.075405762193924
0.261667,0.255679,0.610418,0.203346,123.0,1562.0,5.075405762193924,5.454620493503083
0.384167,0.378779,0.789168,0.251871,214.0,1730.0,5.454620493503083,5.377815190124888
0.376522,0.366252,0.948262,0.343287,640.0,1437.0,5.377815190124888,4.078186985423891
0.261739,0.238461,0.551305,0.341352,114.0,491.0,4.078186985423891,6.441172550275856
0.2925,0.3024,0.420834,0.12065,244.0,1628.0,6.441172550275856,5.442160412702974
0.295833,0.286608,0.775418,0.22015,316.0,1817.0,5.442160412702974,5.191214701456268
0.389091,0.385668,1e-06,0.261877,191.0,1700.0,5.191214701456268,4.201323801398156
0.316522,0.305,0.649566,0.23297,46.0,577.0,4.201323801398156,6.466427655652325
0.329167,0.32575,0.594584,0.220775,247.0,1730.0,6.466427655652325,5.387118313384279
0.384348,0.380091,0.5273920000000001,0.270604,724.0,1408.0,5.387118313384279,5.437104946686909
0.325217,0.332,0.49695799999999996,0.136926,982.0,1435.0,5.437104946686909,5.144997917077249
0.317391,0.318178,0.655653,0.184309,359.0,1687.0,5.144997917077249,5.316514031332645
0.365217,0.36693,0.7765230000000001,0.203117,289.0,1767.0,5.316514031332645,5.375690372762011
0.415,0.410333,0.6029180000000001,0.209579,321.0,1871.0,5.375690372762011,5.536240692047031
0.54,0.527009,0.5252180000000001,0.231017,424.0,2320.0,5.536240692047031,5.4774862815947145
0.4725,0.466525,0.37916799999999995,0.368167,884.0,2355.0,5.4774862815947145,5.273244711865169
0.3325,0.32575,0.473751,0.207721,1424.0,1693.0,5.273244711865169,5.079390277490433
0.430435,0.409735,0.737392,0.288783,1047.0,1424.0,5.079390277490433,5.137939969156663
0.441667,0.440642,0.624584,0.22575,401.0,1676.0,5.137939969156663,5.575076073669496
0.346957,0.337939,0.839566,0.234261,460.0,2243.0,5.575076073669496,5.069163759557395
0.285,0.270833,0.805834,0.243787,203.0,1918.0,5.069163759557395,5.183011728782394
0.264167,0.256312,0.49500099999999997,0.230725,166.0,1699.0,5.183011728782394,5.4813698137030435
0.265833,0.257571,0.39416799999999996,0.209571,300.0,1910.0,5.4813698137030435,5.433335286246681
0.253043,0.250339,0.49391399999999996,0.1843,981.0,1515.0,5.433335286246681,4.9234510039129775
0.264348,0.257574,0.30217499999999997,0.212204,472.0,1221.0,4.9234510039129775,5.492186333847099
0.3025,0.292908,0.31416799999999995,0.226996,222.0,1806.0,5.492186333847099,5.490419789929671
0.3,0.29735,0.646668,0.172888,317.0,2108.0,5.490419789929671,4.854988461605195
0.268333,0.257575,0.918334,0.217646,168.0,1368.0,4.854988461605195,5.404222280348005
0.3,0.283454,0.686251,0.258708,179.0,1506.0,5.404222280348005,5.590528175740066
0.315,0.315637,0.6537510000000001,0.197146,307.0,1920.0,5.590528175740066,5.322801673271375
0.378333,0.378767,0.48000099999999996,0.182213,898.0,1354.0,5.322801673271375,5.67816689767868
0.573333,0.542929,0.426251,0.385571,1651.0,1598.0,5.67816689767868,5.269520246821613
0.414167,0.39835,0.642084,0.388067,734.0,2381.0,5.269520246821613,4.760414220969987
0.390833,0.387608,0.470834,0.263063,167.0,1628.0,4.760414220969987,5.759105815492483
0.4375,0.433696,0.6029180000000001,0.162312,413.0,2395.0,5.759105815492483,5.423707085662106
0.335833,0.324479,0.8362510000000001,0.226992,571.0,2570.0,5.423707085662106,4.553039572331952
0.3425,0.341529,0.877501,0.133083,172.0,1299.0,4.553039572331952,5.823822670896344
0.426667,0.426737,0.8575010000000001,0.146767,879.0,1576.0,5.823822670896344,5.476496701047635
0.595652,0.565217,0.7169570000000001,0.324474,1188.0,1707.0,5.476496701047635,5.457016392871431
0.5025,0.493054,0.739168,0.274879,855.0,2493.0,5.457016392871431,4.813279496268301
0.4125,0.417283,0.819168,0.250617,257.0,1777.0,4.813279496268301,5.372667772859809
0.4675,0.462742,0.5404180000000001,0.1107,209.0,1953.0,5.372667772859809,5.724476764671078
0.446667,0.441913,0.671251,0.226375,529.0,2738.0,5.724476764671078,5.267520450649513
0.430833,0.425492,0.8883340000000001,0.340808,642.0,2484.0,5.267520450649513,3.9424709549420704
0.456667,0.445696,0.47958399999999995,0.303496,121.0,674.0,3.9424709549420704,6.861206074212312
0.5125,0.503146,0.542501,0.163567,1558.0,2186.0,6.861206074212312,5.223752466134598
0.505833,0.489258,0.665834,0.157971,669.0,2760.0,5.223752466134598,5.243769706994491
0.595,0.564392,0.614168,0.241925,409.0,2795.0,5.243769706994491,5.519433758803436
0.459167,0.453892,0.40708399999999995,0.325258,613.0,3331.0,5.519433758803436,5.37190495649367
0.336667,0.321954,0.729584,0.219521,745.0,3444.0,5.37190495649367,4.3997542245129315
0.46,0.450121,0.887918,0.230725,177.0,1506.0,4.3997542245129315,6.186314538551854
0.581667,0.551763,0.810834,0.192175,1462.0,2574.0,6.186314538551854,5.349323617720732
0.606667,0.5745,0.776668,0.185333,1710.0,2481.0,5.349323617720732,5.283078810992502
0.631667,0.594083,0.729168,0.3265,773.0,3300.0,5.283078810992502,5.3888630635271015
0.62,0.575142,0.835418,0.3122,678.0,3722.0,5.3888630635271015,5.183804979759276
0.6175,0.578929,0.7008340000000001,0.320908,547.0,3325.0,5.183804979759276,5.3585574232584525
0.51,0.497463,0.457084,0.240063,569.0,3489.0,5.3585574232584525,5.435916865673188
0.4725,0.464021,0.5033340000000001,0.235075,878.0,3717.0,5.435916865673188,5.456638007635644
0.451667,0.448204,0.762084,0.106354,1965.0,3347.0,5.456638007635644,4.8509287478502
0.549167,0.532833,0.730001,0.183454,1138.0,2213.0,4.8509287478502,5.584211330342941
0.616667,0.582079,0.697084,0.342667,847.0,3554.0,5.584211330342941,5.322935353473924
0.414167,0.40465,0.7370840000000001,0.328996,603.0,3848.0,5.322935353473924,4.786633441749617
0.459167,0.441917,0.44416799999999995,0.295392,255.0,2378.0,4.786633441749617,5.832591026517905
0.479167,0.474117,0.590001,0.228246,614.0,3819.0,5.832591026517905,5.350355718899833
0.52,0.512621,0.541251,0.16045,894.0,3714.0,5.350355718899833,5.33438123238951
0.528333,0.518933,0.631668,0.0746375,1612.0,3102.0,5.33438123238951,5.2273616895129935
0.5325,0.525246,0.588751,0.176,1401.0,2932.0,5.2273616895129935,5.318308876290826
0.5325,0.522721,0.489168,0.115671,664.0,3698.0,5.318308876290826,5.4079484061724115
0.5425,0.5284,0.632918,0.120642,694.0,4109.0,5.4079484061724115,5.173187229592915
0.535,0.523363,0.7475010000000001,0.189667,550.0,3632.0,5.173187229592915,5.4627098949265855
0.5125,0.4943,0.863334,0.179725,695.0,4169.0,5.4627098949265855,5.1419829495096865
0.520833,0.500629,0.922501,0.13495,692.0,3413.0,5.1419829495096865,5.125851601520535
0.5625,0.536,0.8670840000000001,0.152979,902.0,2507.0,5.125851601520535,5.60100571446604
0.5775,0.550512,0.787918,0.126871,1582.0,2971.0,5.60100571446604,5.171590842096889
0.561667,0.538529,0.837918,0.277354,773.0,3185.0,5.171590842096889,5.352480557813551
0.55,0.527158,0.870001,0.201492,678.0,3445.0,5.352480557813551,5.24442830455969
0.530833,0.510742,0.829584,0.108213,536.0,3319.0,5.24442830455969,5.482874042981353
0.536667,0.529042,0.719584,0.125013,735.0,3840.0,5.482874042981353,5.383730240971478
0.6025,0.571975,0.626668,0.12065,909.0,4008.0,5.383730240971478,5.477659377989213
0.604167,0.5745,0.749584,0.148008,2258.0,3547.0,5.477659377989213,5.09193418425686
0.631667,0.590296,0.8100010000000001,0.233842,1576.0,3084.0,5.09193418425686,5.225173060028562
0.66,0.604813,0.740834,0.207092,836.0,3438.0,5.225173060028562,5.361386231248402
0.660833,0.615542,0.6962510000000001,0.154233,659.0,3833.0,5.361386231248402,5.414368518338363
0.708333,0.654688,0.677501,0.199642,740.0,4238.0,5.414368518338363,5.24926702606751
0.681667,0.637008,0.6537510000000001,0.240679,758.0,3919.0,5.24926702606751,5.312065884409491
0.655833,0.612379,0.729584,0.230092,871.0,3808.0,5.312065884409491,5.328381351265848
0.6675,0.61555,0.818751,0.213938,2001.0,2757.0,5.328381351265848,5.317923727084122
0.733333,0.671092,0.6850010000000001,0.131225,2355.0,2433.0,5.317923727084122,5.156024613390142
0.775,0.725383,0.636668,0.111329,1549.0,2549.0,5.156024613390142,5.2829235070944565
0.764167,0.720967,0.677084,0.207092,673.0,3309.0,5.2829235070944565,5.309627289756782
0.715,0.643942,0.30500099999999997,0.292287,513.0,3461.0,5.309627289756782,5.534882551770713
0.62,0.587133,0.354168,0.253121,736.0,4232.0,5.534882551770713,5.378589418812116
0.635,0.594696,0.45625099999999996,0.123142,898.0,4414.0,5.378589418812116,5.317270053782797
0.648333,0.616804,0.652501,0.138692,1869.0,3473.0,5.317270053782797,5.226497182417689
0.678333,0.621858,0.600001,0.121896,1685.0,3221.0,5.226497182417689,5.235866981321153
0.7075,0.65595,0.5979180000000001,0.187808,673.0,3875.0,5.235866981321153,5.372418168243818
0.775833,0.727279,0.6220840000000001,0.136817,763.0,4070.0,5.372418168243818,5.218002746235167
0.808333,0.757579,0.568334,0.149883,676.0,3725.0,5.218002746235167,5.1946218928829735
0.755,0.703292,0.605001,0.140554,563.0,3352.0,5.1946218928829735,5.469831206262108
0.725,0.678038,0.654584,0.15485,815.0,3771.0,5.469831206262108,5.391244853919422
0.6925,0.643325,0.7479180000000001,0.163567,1729.0,3237.0,5.391244853919422,5.204172430215158
0.635,0.601654,0.49458399999999997,0.30535,1467.0,2993.0,5.204172430215158,5.429919518940827
0.604167,0.591546,0.507084,0.269283,863.0,4157.0,5.429919518940827,5.285605199122743
0.626667,0.587754,0.471668,0.167912,727.0,4164.0,5.285605199122743,5.369046625983333
0.628333,0.595346,0.688334,0.206471,769.0,4411.0,5.369046625983333,4.993112223707672
0.649167,0.600383,0.735834,0.143029,545.0,3222.0,4.993112223707672,5.563100248250103
0.696667,0.643954,0.6704180000000001,0.119408,863.0,3981.0,5.563100248250103,5.366856633053762
0.699167,0.645846,0.666668,0.102,1807.0,3312.0,5.366856633053762,5.235559905489139
0.635,0.595346,0.746251,0.155475,1639.0,3105.0,5.235559905489139,5.143548930892213
0.680833,0.637646,0.770418,0.171025,699.0,3311.0,5.143548930892213,5.49872823885594
0.733333,0.693829,0.707501,0.172262,774.0,4061.0,5.49872823885594,5.241388966072415
0.728333,0.693833,0.703334,0.238804,661.0,3846.0,5.241388966072415,5.372537018983475
0.724167,0.656583,0.573334,0.222025,746.0,4044.0,5.372537018983475,5.3527442303338075
0.695,0.643313,0.483334,0.209571,969.0,4022.0,5.3527442303338075,5.35304522780815
0.68,0.637629,0.5133340000000001,0.0945333,1782.0,3420.0,5.35304522780815,5.331244956308647
0.6825,0.637004,0.658334,0.107588,1920.0,3385.0,5.331244956308647,5.192251768601245
0.744167,0.692558,0.6341680000000001,0.144283,854.0,3854.0,5.192251768601245,5.2988121814207405
0.728333,0.654688,0.49791799999999997,0.261821,732.0,3916.0,5.2988121814207405,5.428656129570425
0.696667,0.637008,0.434168,0.185312,848.0,4377.0,5.428656129570425,5.365655206123752
0.7225,0.652162,0.39625099999999996,0.102608,1027.0,4488.0,5.365655206123752,5.283503738377463
0.738333,0.667308,0.444584,0.115062,1246.0,4116.0,5.283503738377463,5.265260418930839
0.716667,0.668575,0.682501,0.228858,2204.0,2915.0,5.265260418930839,5.215331386502162
0.726667,0.665417,0.637918,0.0814792,2282.0,2367.0,5.215331386502162,5.573886785940135
0.746667,0.696338,0.590418,0.126258,3065.0,2978.0,5.573886785940135,5.052825608189045
0.72,0.685633,0.743334,0.149883,1031.0,3634.0,5.052825608189045,5.303891379018988
0.75,0.686871,0.651251,0.1592,784.0,3845.0,5.303891379018988,5.303613148237292
0.709167,0.670483,0.757918,0.225129,754.0,3838.0,5.303613148237292,5.183567384224955
0.733333,0.664158,0.609168,0.167912,692.0,3348.0,5.183567384224955,5.589869967909425
0.7475,0.690025,0.578334,0.183471,1988.0,3348.0,5.589869967909425,5.222512159560847
0.7625,0.729804,0.635834,0.282337,1743.0,3138.0,5.222512159560847,5.133854730759581
0.794167,0.739275,0.559168,0.200254,723.0,3363.0,5.133854730759581,5.352871421345019
0.746667,0.689404,0.631668,0.146133,662.0,3596.0,5.352871421345019,5.331173856253973
0.680833,0.635104,0.476251,0.240667,748.0,3594.0,5.331173856253973,5.469401633140268
0.663333,0.624371,0.5912510000000001,0.182833,888.0,4196.0,5.469401633140268,5.397173422690723
0.686667,0.638263,0.585001,0.208342,1318.0,4220.0,5.397173422690723,5.378848003815219
0.719167,0.669833,0.604168,0.245033,2418.0,3505.0,5.378848003815219,5.200879381841166
0.746667,0.703925,0.651251,0.215804,2006.0,3296.0,5.200879381841166,5.138254478366004
0.776667,0.747479,0.650418,0.1306,841.0,3617.0,5.138254478366004,5.330085368421298
0.768333,0.74685,0.707084,0.113817,752.0,3789.0,5.330085368421298,5.26452042829209
0.815,0.826371,0.6912510000000001,0.222021,644.0,3688.0,5.26452042829209,5.176390673320049
0.848333,0.840896,0.580418,0.1331,632.0,3152.0,5.176390673320049,5.200801273915164
0.849167,0.804287,0.500001,0.131221,562.0,2825.0,5.200801273915164,5.2810604293701
0.83,0.794829,0.550834,0.169171,987.0,2298.0,5.2810604293701,5.404870824113712
0.743333,0.720958,0.757084,0.0908083,1050.0,2556.0,5.404870824113712,5.374511593087671
0.771667,0.696979,0.540834,0.200258,568.0,3272.0,5.374511593087671,5.49004600874198
0.775,0.690667,0.402918,0.183463,750.0,3840.0,5.49004600874198,5.325915037625843
0.779167,0.7399,0.583334,0.178479,755.0,3901.0,5.325915037625843,5.252810867927104
0.838333,0.785967,0.542501,0.174138,606.0,3784.0,5.252810867927104,5.1793427713486695
0.804167,0.728537,0.46583399999999997,0.168537,670.0,3176.0,5.1793427713486695,5.463111055829391
0.805833,0.729796,0.480834,0.164813,1559.0,2916.0,5.463111055829391,5.2722120303878794
0.771667,0.703292,0.550834,0.156717,1524.0,2778.0,5.2722120303878794,5.303234940472781
0.783333,0.707071,0.491251,0.20585,729.0,3537.0,5.303234940472781,5.438908976562732
0.731667,0.679937,0.657501,0.135583,801.0,4044.0,5.438908976562732,5.007376522663669
0.71,0.664788,0.757501,0.19715,467.0,3107.0,5.007376522663669,5.558778188609421
0.710833,0.656567,0.630834,0.184696,799.0,3777.0,5.558778188609421,5.373085341552994
0.716667,0.676154,0.755001,0.22825,1023.0,3843.0,5.373085341552994,5.1865848063644195
0.7425,0.715292,0.752918,0.201487,1521.0,2773.0,5.1865848063644195,5.185465538701984
0.765,0.703283,0.592084,0.192175,1298.0,2487.0,5.185465538701984,5.445235791910615
0.775,0.724121,0.570418,0.151121,846.0,3480.0,5.445235791910615,5.373486015351468
0.766667,0.684983,0.424168,0.200258,907.0,3695.0,5.373486015351468,5.349587906159351
0.7175,0.651521,0.423751,0.164796,884.0,3896.0,5.349587906159351,5.314145665578944
0.708333,0.654042,0.41500099999999995,0.125621,812.0,3980.0,5.314145665578944,5.334945583473339
0.685833,0.645858,0.729584,0.211454,1051.0,3854.0,5.334945583473339,5.144491592494442
0.676667,0.624388,0.817501,0.222633,1504.0,2646.0,5.144491592494442,5.228780439645036
0.665833,0.616167,0.712084,0.208954,1338.0,2482.0,5.228780439645036,5.438801341055361
0.700833,0.645837,0.578334,0.236329,775.0,3563.0,5.438801341055361,5.397092499810184
0.723333,0.666671,0.575418,0.143667,721.0,4004.0,5.397092499810184,5.305055887752286
0.711667,0.662258,0.654584,0.233208,668.0,4026.0,5.305055887752286,5.101669245153977
0.685,0.633221,0.7229180000000001,0.139308,639.0,3166.0,5.101669245153977,5.3991533246041294
0.6975,0.648996,0.674168,0.104467,797.0,3356.0,5.3991533246041294,5.534733743465636
0.710833,0.675525,0.770001,0.248754,1914.0,3277.0,5.534733743465636,5.018741394956684
0.691667,0.638254,0.47000099999999995,0.27675,1249.0,2624.0,5.018741394956684,5.517436362617311
0.640833,0.606067,0.455418,0.146763,833.0,3925.0,5.517436362617311,5.5259154733777285
0.673333,0.630692,0.605001,0.253108,1281.0,4614.0,5.5259154733777285,5.172639476462504
0.684167,0.645854,0.771668,0.210833,949.0,4181.0,5.172639476462504,4.9412242314471255
0.7,0.659733,0.761251,0.0839625,435.0,3107.0,4.9412242314471255,5.586176829299123
0.68,0.635556,0.850001,0.375617,768.0,3893.0,5.586176829299123,3.881262738790639
0.707059,0.647959,0.561766,0.304659,226.0,889.0,3.881262738790639,6.669274849471245
0.636667,0.607958,0.5545840000000001,0.159825,1415.0,2919.0,6.669274849471245,5.378567874165179
0.639167,0.594704,0.548334,0.125008,729.0,3905.0,5.378567874165179,5.427645485909236
0.656667,0.611121,0.5979180000000001,0.0833333,775.0,4429.0,5.427645485909236,5.283181938866675
0.655,0.614921,0.6391680000000001,0.141796,688.0,4370.0,5.283181938866675,5.3228446024249765
0.643333,0.604808,0.7270840000000001,0.139929,783.0,4332.0,5.3228446024249765,5.23275170367667
0.669167,0.633213,0.7166680000000001,0.185325,875.0,3852.0,5.23275170367667,5.258863104667975
0.709167,0.665429,0.7420840000000001,0.206467,1935.0,2549.0,5.258863104667975,5.40848817725908
0.673333,0.625646,0.7904180000000001,0.212696,2521.0,2419.0,5.40848817725908,4.923531828824502
0.54,0.5152,0.886958,0.343943,1236.0,2115.0,4.923531828824502,5.099328177405598
0.599167,0.544229,0.917084,0.0970208,204.0,2506.0,5.099328177405598,5.005834894266823
0.633913,0.555361,0.939566,0.192748,118.0,1878.0,5.005834894266823,5.231345111213003
0.65,0.578946,0.897918,0.124379,153.0,1689.0,5.231345111213003,5.96604244617888
0.66,0.607962,0.7537510000000001,0.153608,417.0,3127.0,5.96604244617888,5.722543863003334
0.653333,0.609229,0.713751,0.115054,1750.0,3595.0,5.722543863003334,5.25407265701102
0.644348,0.60213,0.692175,0.088913,1633.0,3413.0,5.25407265701102,5.243367148991887
0.650833,0.603554,0.712501,0.141804,690.0,4023.0,5.243367148991887,5.322191425146291
0.673333,0.6269,0.697084,0.1673,701.0,4062.0,5.322191425146291,5.316246654355354
0.5775,0.553671,0.709168,0.271146,647.0,4138.0,5.316246654355354,5.043342212401314
0.469167,0.461475,0.590418,0.164183,428.0,3231.0,5.043342212401314,5.5746961334754195
0.491667,0.478512,0.718334,0.189675,742.0,4018.0,5.5746961334754195,5.257909541452091
0.5075,0.490537,0.695001,0.178483,1434.0,3077.0,5.257909541452091,5.257669649739857
0.549167,0.529675,0.690001,0.151742,1353.0,2921.0,5.257669649739857,5.371794917846533
0.561667,0.532217,0.881251,0.134954,691.0,3848.0,5.371794917846533,5.0911899969881285
0.595,0.550533,0.900001,0.0964042,438.0,3203.0,5.0911899969881285,5.490015491629506
0.628333,0.554963,0.902084,0.128125,539.0,3813.0,5.490015491629506,5.408576550050921
0.609167,0.522125,0.9725010000000001,0.0783667,555.0,4240.0,5.408576550050921,4.617447873796637
0.606667,0.564412,0.8625010000000001,0.0783833,258.0,2137.0,4.617447873796637,6.128904288265206
0.634167,0.572637,0.845001,0.0503792,1776.0,3647.0,6.128904288265206,5.232425098507011
0.649167,0.589042,0.848334,0.1107,1544.0,3466.0,5.232425098507011,5.232759304270529
0.636667,0.574525,0.885418,0.118171,684.0,3946.0,5.232759304270529,5.194934646532453
0.635,0.575158,0.848751,0.148629,477.0,3643.0,5.194934646532453,5.25855500398066
0.616667,0.574512,0.699168,0.172883,480.0,3427.0,5.25855500398066,5.525576623007409
0.564167,0.544829,0.647501,0.206475,653.0,4186.0,5.525576623007409,5.383973430484439
0.41,0.412863,0.7537510000000001,0.292296,830.0,4372.0,5.383973430484439,4.550074834262736
0.356667,0.345317,0.791668,0.222013,480.0,1949.0,4.550074834262736,5.495057151349719
0.384167,0.392046,0.760834,0.0833458,616.0,2302.0,5.495057151349719,5.513305496960115
0.484167,0.472858,0.710001,0.205854,330.0,3240.0,5.513305496960115,5.5333242581025965
0.538333,0.527138,0.647918,0.17725,486.0,3970.0,5.5333242581025965,5.391404815847017
0.494167,0.480425,0.620834,0.134954,559.0,4267.0,5.391404815847017,5.298917921172486
0.510833,0.504404,0.684168,0.0223917,639.0,4126.0,5.298917921172486,5.356774217576796
0.521667,0.513242,0.7012510000000001,0.0454042,949.0,4036.0,5.356774217576796,5.3932691807446504
0.540833,0.523983,0.7275010000000001,0.06345,2235.0,3174.0,5.3932691807446504,5.330320213280969
0.570833,0.542925,0.733751,0.0423042,2397.0,3114.0,5.330320213280969,5.237460586191017
0.566667,0.546096,0.808751,0.143042,1514.0,3603.0,5.237460586191017,5.19705032339147
0.543333,0.517717,0.906251,0.24815,667.0,3896.0,5.19705032339147,4.675771329396465
0.589167,0.551804,0.896668,0.141787,217.0,2199.0,4.675771329396465,5.498708549173889
0.550833,0.529675,0.7162510000000001,0.223883,290.0,2623.0,5.498708549173889,5.535536852689575
0.506667,0.498725,0.483334,0.258083,529.0,3115.0,5.535536852689575,5.670478895911704
0.511667,0.503154,0.486668,0.281717,1899.0,3318.0,5.670478895911704,5.277320302329399
0.534167,0.510725,0.579584,0.175379,1748.0,3293.0,5.277320302329399,5.21354708107478
0.5325,0.522721,0.7016680000000001,0.110087,713.0,3857.0,5.21354708107478,5.349848623110469
0.541739,0.513848,0.8952180000000001,0.243339,637.0,4111.0,5.349848623110469,4.639333942728808
0.475833,0.466525,0.636251,0.422275,254.0,2170.0,4.639333942728808,5.860112622981262
0.4275,0.423596,0.574168,0.221396,471.0,3724.0,5.860112622981262,5.337289834209474
0.4225,0.425492,0.6291680000000001,0.0926667,676.0,3628.0,5.337289834209474,5.31256728770382
0.421667,0.422333,0.741251,0.0995125,1499.0,2809.0,5.31256728770382,5.328441600806779
0.463333,0.457067,0.772084,0.118792,1619.0,2762.0,5.328441600806779,5.266345829474406
0.471667,0.463375,0.6229180000000001,0.166658,699.0,3488.0,5.266345829474406,5.424446583172723
0.484167,0.472846,0.720418,0.148642,695.0,3992.0,5.424446583172723,5.126282539278601
0.47,0.457046,0.812918,0.197763,404.0,3490.0,5.126282539278601,4.930151556580035
0.330833,0.318812,0.5858340000000001,0.229479,240.0,2419.0,4.930151556580035,5.6546437588198275
0.254167,0.227913,0.882501,0.351371,456.0,3291.0,5.6546437588198275,3.523874093108395
